ï»¿UniqueID,Database,County where tick found,State,Year,Date tick found,Host,"Host Genus, Family, or Order",Host_taxon_1,Host_taxon_2,Host_taxon_3,Genus,Species(2016),Tick_Taxon,Lifestage_not_specified,Adult_Female,Adult_Male,Adults,Nymph,Larva,Submission,Total#/submission,Comments
TD0165,TRL1900_1993,Crawford,PA,1950,12/30/1950,mink,Mustelidae,Other mammal,NA,NA,Ixodes,cookei,I. cookei,1,0,0,0,0,0,1,1,
TD0160,TRL1900_1993,Clinton,PA,1950,7/19/1950,porcupine,Rodentia,Rodentia,NA,NA,Ixodes,cookei,I. cookei,1,0,0,0,0,0,1,1,
TD0148,TRL1900_1993,Monroe,PA,1950,4/3/1950,rabbit,Lagomorpha,Other mammal,NA,NA,Haemaphysalis,leporis-palustris,Other,1,0,0,0,0,0,1,1,
TD0150,TRL1900_1993,Indiana,PA,1950,4/27/1950,rabbit,Lagomorpha,Other mammal,NA,NA,Ixodes,dentatus,Other Ixodes sp.,1,0,0,0,0,0,1,1,
TD0152,TRL1900_1993,Centre,PA,1950,6/19/1950,rabbit,Lagomorpha,Other mammal,NA,NA,Haemaphysalis,leporis-palustris,Other,1,0,0,0,0,0,1,1,
TD0155,TRL1900_1993,Centre,PA,1950,6/29/1950,rabbit,Lagomorpha,Other mammal,NA,NA,Ixodes,dentatus,Other Ixodes sp.,1,0,0,0,0,0,1,1,
TD0164,TRL1900_1993,Perry,PA,1950,11/7/1950,rabbit,Lagomorpha,Other mammal,NA,NA,Ixodes,dentatus,Other Ixodes sp.,1,0,0,0,0,0,1,1,
TD0156,TRL1900_1993,Centre,PA,1950,6/30/1950,skunk,Mephitidae,Other mammal,NA,NA,Ixodes,cookei,I. cookei,1,0,0,0,0,0,1,1,
TD0157,TRL1900_1993,Centre,PA,1950,6/30/1950,skunk,Mephitidae,Other mammal,NA,NA,Ixodes,cookei,I. cookei,1,0,0,0,0,0,1,1,
TD0159,TRL1900_1993,Centre,PA,1950,7/12/1950,skunk,Mephitidae,Other mammal,NA,NA,Ixodes,cookei,I. cookei,1,0,0,0,0,0,1,1,
TD0146,TRL1900_1993,Franklin,PA,1950,2/17/1950,squirrel,Rodentia,Rodentia,NA,NA,Ixodes,marxi,Other Ixodes sp.,1,0,0,0,0,0,1,1,
TD0162,TRL1900_1993,Clinton,PA,1950,7/28/1950,squirrel,Rodentia,Rodentia,NA,NA,Ixodes,marxi,Other Ixodes sp.,1,0,0,0,0,0,1,1,
TD0149,TRL1900_1993,Sullivan,PA,1950,4/22/1950,vole,Rodentia,Rodentia,NA,NA,Ixodes,angustus,Other Ixodes sp.,1,0,0,0,0,0,1,1,
TD0151,TRL1900_1993,Centre,PA,1950,6/6/1950,vole,Rodentia,Rodentia,NA,NA,Ixodes,angustus,Other Ixodes sp.,1,0,0,0,0,0,1,1,
TD0153,TRL1900_1993,Centre,PA,1950,6/19/1950,weasel,Mustelidae,Other mammal,NA,NA,Ixodes,cookei,I. cookei,1,0,0,0,0,0,1,1,
TD0161,TRL1900_1993,Clinton,PA,1950,7/22/1950,weasel,Mustelidae,Other mammal,NA,NA,Ixodes,cookei,I. cookei,1,0,0,0,0,0,1,1,
TD0168,TRL1900_1993,Westmoreland,PA,1951,7/25/1951,Human,Homo sapiens,Human,NA,NA,Ixodes,angustus,Other Ixodes sp.,1,0,0,0,0,0,1,1,
TD0166,TRL1900_1993,Centre,PA,1951,3/9/1951,not attached to host,Not attached,Not attached,NA,NA,Ixodes,cookei,I. cookei,1,0,0,0,0,0,1,1,
TD0167,TRL1900_1993,Centre,PA,1951,3/14/1951,rabbit,Lagomorpha,Other mammal,NA,NA,Haemaphysalis,leporis-palustris,Other,1,0,0,0,0,0,1,1,
TD0169,TRL1900_1993,Allegheny,PA,1952,1/9/1952,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0175,TRL1900_1993,Wayne,PA,1953,11/16/1953,cow,Bovidae,Other mammal,NA,NA,Dermacentor,albipictus,Dermacentor sp.,1,0,0,0,0,0,1,1,
TD0170,TRL1900_1993,Forest,PA,1953,2/16/1953,fox,Canidae,Other mammal,NA,NA,Ixodes,cookei,I. cookei,1,0,0,0,0,0,1,1,
TD0171,TRL1900_1993,Montgomery,PA,1953,2/20/1953,not attached to host,Not attached,Not attached,NA,NA,Argas,cooleyi,Other,1,0,0,0,0,0,1,1,
TD0173,TRL1900_1993,Allegheny,PA,1953,5/23/1953,not attached to host,Not attached,Not attached,NA,NA,Amblyomma,americanum,Amblyomma sp.,1,0,0,0,0,0,1,1,
TD0174,TRL1900_1993,Montgomery,PA,1953,7/8/1953,not attached to host,Not attached,Not attached,NA,NA,Argas,persicus,Other,1,0,0,0,0,0,1,1,
TD0172,TRL1900_1993,Butler,PA,1953,4/28/1953,Summer tanger,Aves,Bird,NA,NA,Amblyomma,longirostre,Amblyomma sp.,1,0,0,0,0,0,1,1,
TD0176,TRL1900_1993,Crawford,PA,1954,8/4/1954,mouse,Rodentia,Rodentia,NA,NA,Ixodes,muris,Other Ixodes sp.,1,0,0,0,0,0,1,1,
TD0177,TRL1900_1993,Allegheny,PA,1954,11/17/1954,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0178,TRL1900_1993,Allegheny,PA,1954,11/23/1954,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0184,TRL1900_1993,Tioga,PA,1955,11/21/1955,cow,Bovidae,Other mammal,NA,NA,Dermacentor,albipictus,Dermacentor sp.,1,0,0,0,0,0,1,1,
TD0180,TRL1900_1993,Beaver,PA,1955,8/3/1955,Dog,Canis,Dog,NA,NA,Ixodes,cookei,I. cookei,1,0,0,0,0,0,1,1,
TD0179,TRL1900_1993,Indiana,PA,1955,1/1/1955,fox,Canidae,Other mammal,NA,NA,Ixodes,cookei,I. cookei,1,0,0,0,0,0,1,1,
TD0186,TRL1900_1993,Allegheny,PA,1955,12/18/1955,iguana,Reptilia,Reptilia,NA,NA,Amblyomma,dissimile,Amblyomma sp.,1,0,0,0,0,0,1,1,
TD0181,TRL1900_1993,Allegheny,PA,1955,10/11/1955,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0185,TRL1900_1993,Northhampton,PA,1955,11/25/1955,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0182,TRL1900_1993,York,PA,1955,10/29/1955,rabbit,Lagomorpha,Other mammal,NA,NA,Haemaphysalis,leporis-palustris,Other,1,0,0,0,0,0,1,1,
TD0183,TRL1900_1993,York,PA,1955,11/1/1955,rabbit,Lagomorpha,Other mammal,NA,NA,Haemaphysalis,leporis-palustris,Other,1,0,0,0,0,0,1,1,
TD0187,TRL1900_1993,Chester,PA,1956,7/8/1956,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0188,TRL1900_1993,Allegheny,PA,1957,3/23/1957,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0189,TRL1900_1993,Allegheny,PA,1957,9/1/1957,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0190,TRL1900_1993,Allegheny,PA,1957,10/1/1957,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0191,TRL1900_1993,Clearfield,PA,1958,10/3/1958,deer,Cervidae,Other mammal,NA,NA,Dermacentor,albipictus,Dermacentor sp.,1,0,0,0,0,0,1,1,
TD0192,TRL1900_1993,Allegheny,PA,1959,2/25/1959,House,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0193,TRL1900_1993,Allegheny,PA,1959,11/25/1959,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0194,TRL1900_1993,Delaware,PA,1960,5/21/1960,Human,Homo sapiens,Human,NA,NA,Amblyomma,americanum,Amblyomma sp.,1,0,0,0,0,0,1,1,
TD0195,TRL1900_1993,Allegheny,PA,1960,11/1/1960,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0196,TRL1900_1993,Allegheny,PA,1960,12/20/1960,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0197,TRL1900_1993,Allegheny,PA,1961,1/1/1961,Human,Homo sapiens,Human,NA,NA,Amblyomma,dissimile,Amblyomma sp.,1,0,0,0,0,0,1,1,
TD0199,TRL1900_1993,Allegheny,PA,1961,7/1/1961,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0200,TRL1900_1993,Allegheny,PA,1961,12/20/1961,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0198,TRL1900_1993,Centre,PA,1961,6/1/1961,rabbit,Lagomorpha,Other mammal,NA,NA,Haemaphysalis,leporis-palustris,Other,1,0,0,0,0,0,1,1,
TD0203,TRL1900_1993,Lawrence,PA,1962,7/1/1962,bat,Chiroptera,Other mammal,NA,NA,Ornithodoros,kelleyi,Other,1,0,0,0,0,0,1,1,
TD0201,TRL1900_1993,Centre,PA,1962,1/25/1962,Dog,Canis,Dog,NA,NA,Ixodes,cookei,I. cookei,1,0,0,0,0,0,1,1,
TD0202,TRL1900_1993,Centre,PA,1962,1/25/1962,Dog,Canis,Dog,NA,NA,Ixodes,cookei,I. cookei,1,0,0,0,0,0,1,1,
TD0206,TRL1900_1993,Centre,PA,1962,8/29/1962,Dog,Canis,Dog,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0204,TRL1900_1993,Centre,PA,1962,8/9/1962,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0205,TRL1900_1993,Centre,PA,1962,8/24/1962,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0207,TRL1900_1993,Centre,PA,1962,8/29/1962,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0208,TRL1900_1993,Cambria,PA,1962,12/17/1962,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0216,TRL1900_1993,Perry,PA,1963,8/30/1963,bat,Chiroptera,Other mammal,NA,NA,Ornithodoros,kelleyi,Other,1,0,0,0,0,0,1,1,
TD0217,TRL1900_1993,Perry,PA,1963,8/30/1963,bat,Chiroptera,Other mammal,NA,NA,Ornithodoros,kelleyi,Other,1,0,0,0,0,0,1,1,
TD0211,TRL1900_1993,Lancaster,PA,1963,5/22/1963,Dog,Canis,Dog,NA,NA,Ixodes,cookei,I. cookei,1,0,0,0,0,0,1,1,
TD0214,TRL1900_1993,Centre,PA,1963,8/19/1963,Dog,Canis,Dog,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0219,TRL1900_1993,York,PA,1963,10/4/1963,Dog,Canis,Dog,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0220,TRL1900_1993,York,PA,1963,10/4/1963,Dog,Canis,Dog,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0213,TRL1900_1993,Carbon,PA,1963,7/11/1963,groundhog,Marmota monax,Groundhog,NA,NA,Ixodes,cookei,I. cookei,1,0,0,0,0,0,1,1,
TD0209,TRL1900_1993,Erie,PA,1963,1/29/1963,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0210,TRL1900_1993,Cumberland,PA,1963,5/6/1963,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0218,TRL1900_1993,Allegheny,PA,1963,9/1/1963,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0221,TRL1900_1993,Centre,PA,1963,10/15/1963,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0222,TRL1900_1993,Centre,PA,1963,10/15/1963,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0223,TRL1900_1993,Allegheny,PA,1963,11/1/1963,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0224,TRL1900_1993,Dauphin,PA,1963,11/21/1963,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0212,TRL1900_1993,Centre,PA,1963,6/7/1963,rabbit,Lagomorpha,Other mammal,NA,NA,Ixodes,dentatus,Other Ixodes sp.,1,0,0,0,0,0,1,1,
TD0215,TRL1900_1993,Crawford,PA,1963,8/27/1963,raccoon,Procyonidae,Other mammal,NA,NA,Ixodes,cookei,I. cookei,1,0,0,0,0,0,1,1,
TD0237,TRL1900_1993,Lawrence,PA,1964,7/10/1964,bat,Chiroptera,Other mammal,NA,NA,Ornithodoros,kelleyi,Other,1,0,0,0,0,0,1,1,
TD0231,TRL1900_1993,Allegheny,PA,1964,5/25/1964,boa constrictor,Reptilia,Reptilia,NA,NA,Amblyomma,dissimile,Amblyomma sp.,1,0,0,0,0,0,1,1,
TD0225,TRL1900_1993,Centre,PA,1964,1/1/1964,Catbird,Aves,Bird,NA,NA,Haemaphysalis,leporis-palustris,Other,1,0,0,0,0,0,1,1,
TD0301,TRL1900_1993,Mifflin,PA,1964,11/16/1964,cow,Bovidae,Other mammal,NA,NA,Dermacentor,albipictus,Dermacentor sp.,1,0,0,0,0,0,1,1,
TD0305,TRL1900_1993,Mifflin,PA,1964,11/19/1964,cow,Bovidae,Other mammal,NA,NA,Dermacentor,albipictus,Dermacentor sp.,1,0,0,0,0,0,1,1,
TD0306,TRL1900_1993,Mifflin,PA,1964,11/19/1964,cow,Bovidae,Other mammal,NA,NA,Dermacentor,albipictus,Dermacentor sp.,1,0,0,0,0,0,1,1,
TD0304,TRL1900_1993,Centre,PA,1964,11/19/1964,deer,Cervidae,Other mammal,NA,NA,Dermacentor,albipictus,Dermacentor sp.,1,0,0,0,0,0,1,1,
TD0235,TRL1900_1993,Cumberland,PA,1964,7/6/1964,Dog,Canis,Dog,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0239,TRL1900_1993,Berks,PA,1964,7/14/1964,Dog,Canis,Dog,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0243,TRL1900_1993,Lycoming,PA,1964,7/15/1964,Dog,Canis,Dog,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0245,TRL1900_1993,Philadelphia,PA,1964,7/15/1964,Dog,Canis,Dog,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0246,TRL1900_1993,Westmoreland,PA,1964,7/15/1964,Dog,Canis,Dog,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0250,TRL1900_1993,Fayette,PA,1964,7/16/1964,Dog,Canis,Dog,NA,NA,Ixodes,cookei,I. cookei,1,0,0,0,0,0,1,1,
TD0254,TRL1900_1993,Bucks,PA,1964,7/18/1964,Dog,Canis,Dog,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0256,TRL1900_1993,Lebanon,PA,1964,7/18/1964,Dog,Canis,Dog,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0258,TRL1900_1993,Berks,PA,1964,7/20/1964,Dog,Canis,Dog,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0260,TRL1900_1993,Dauphin,PA,1964,7/20/1964,Dog,Canis,Dog,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0262,TRL1900_1993,Lehigh,PA,1964,7/20/1964,Dog,Canis,Dog,NA,NA,Ixodes,cookei,I. cookei,1,0,0,0,0,0,1,1,
TD0263,TRL1900_1993,Chester,PA,1964,7/21/1964,Dog,Canis,Dog,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0266,TRL1900_1993,Cumberland,PA,1964,7/21/1964,Dog,Canis,Dog,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0273,TRL1900_1993,Dauphin,PA,1964,7/26/1964,Dog,Canis,Dog,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0274,TRL1900_1993,Lycoming,PA,1964,7/27/1964,Dog,Canis,Dog,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0277,TRL1900_1993,Dauphin,PA,1964,8/3/1964,Dog,Canis,Dog,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0279,TRL1900_1993,Westmoreland,PA,1964,8/3/1964,Dog,Canis,Dog,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0282,TRL1900_1993,Schuykill,PA,1964,8/4/1964,Dog,Canis,Dog,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0283,TRL1900_1993,York,PA,1964,8/4/1964,Dog,Canis,Dog,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0286,TRL1900_1993,Delaware,PA,1964,8/12/1964,Dog,Canis,Dog,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0289,TRL1900_1993,Dauphin,PA,1964,8/26/1964,Dog,Canis,Dog,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0291,TRL1900_1993,Montgomery,PA,1964,10/1/1964,Dog,Canis,Dog,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0296,TRL1900_1993,Mercer,PA,1964,10/14/1964,Dog,Canis,Dog,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0300,TRL1900_1993,Westmoreland,PA,1964,11/11/1964,Dog,Canis,Dog,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0303,TRL1900_1993,Montgomery,PA,1964,11/18/1964,Dog,Canis,Dog,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0307,TRL1900_1993,Montgomery,PA,1964,12/1/1964,Dog,Canis,Dog,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0308,TRL1900_1993,Dauphin,PA,1964,12/15/1964,Dog,Canis,Dog,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0232,TRL1900_1993,Greene,PA,1964,6/6/1964,groundhog,Marmota monax,Groundhog,NA,NA,Ixodes,cookei,I. cookei,1,0,0,0,0,0,1,1,
TD0249,TRL1900_1993,Centre,PA,1964,7/16/1964,groundhog,Marmota monax,Groundhog,NA,NA,Ixodes,cookei,I. cookei,1,0,0,0,0,0,1,1,
TD0288,TRL1900_1993,Bradford,PA,1964,8/15/1964,groundhog,Marmota monax,Groundhog,NA,NA,Ixodes,cookei,I. cookei,1,0,0,0,0,0,1,1,
TD0226,TRL1900_1993,Erie,PA,1964,1/29/1964,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0227,TRL1900_1993,Cumberland,PA,1964,4/1/1964,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0228,TRL1900_1993,Allegheny,PA,1964,4/3/1964,not attached to host,Not attached,Not attached,NA,NA,Amblyomma,americanum,Amblyomma sp.,1,0,0,0,0,0,1,1,
TD0230,TRL1900_1993,York,PA,1964,5/13/1964,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0233,TRL1900_1993,Delaware,PA,1964,7/1/1964,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0236,TRL1900_1993,Allegheny,PA,1964,7/7/1964,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0238,TRL1900_1993,Cumberland,PA,1964,7/13/1964,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0240,TRL1900_1993,Berks,PA,1964,7/14/1964,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0241,TRL1900_1993,Dauphin,PA,1964,7/15/1964,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0242,TRL1900_1993,Dauphin,PA,1964,7/15/1964,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0244,TRL1900_1993,Philadelphia,PA,1964,7/15/1964,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0247,TRL1900_1993,Westmoreland,PA,1964,7/15/1964,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0248,TRL1900_1993,Dauphin,PA,1964,7/16/1964,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0251,TRL1900_1993,Chester,PA,1964,7/17/1964,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0252,TRL1900_1993,York,PA,1964,7/17/1964,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0253,TRL1900_1993,Bucks,PA,1964,7/18/1964,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0255,TRL1900_1993,Dauphin,PA,1964,7/18/1964,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0257,TRL1900_1993,Westmoreland,PA,1964,7/19/1964,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0259,TRL1900_1993,Dauphin,PA,1964,7/20/1964,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0261,TRL1900_1993,York,PA,1964,7/20/1964,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0264,TRL1900_1993,Cumberland,PA,1964,7/21/1964,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0265,TRL1900_1993,Cumberland,PA,1964,7/21/1964,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0267,TRL1900_1993,Cumberland,PA,1964,7/21/1964,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0268,TRL1900_1993,Dauphin,PA,1964,7/21/1964,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0269,TRL1900_1993,Dauphin,PA,1964,7/21/1964,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0270,TRL1900_1993,Dauphin,PA,1964,7/24/1964,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0271,TRL1900_1993,Westmoreland,PA,1964,7/24/1964,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0272,TRL1900_1993,Dauphin,PA,1964,7/26/1964,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0275,TRL1900_1993,Delaware,PA,1964,8/1/1964,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0276,TRL1900_1993,Chester,PA,1964,8/3/1964,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0278,TRL1900_1993,Lycoming,PA,1964,8/3/1964,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0280,TRL1900_1993,Westmoreland,PA,1964,8/3/1964,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0281,TRL1900_1993,Dauphin,PA,1964,8/4/1964,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0284,TRL1900_1993,Delaware,PA,1964,8/12/1964,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0285,TRL1900_1993,Delaware,PA,1964,8/12/1964,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
