Log,Collected,WOTY,Received,Species,Stage,Bloodfed?,Host,Infected?,County,Count,Event Count
LDS-02-282,6/6/2002 0:00,23,6/10/2002 0:00,Ixodes scapularis,N,N,Cat,N,Winneshiek,1,0
LDS-02-283,6/6/2002 0:00,23,6/10/2002 0:00,Ixodes scapularis,N,N,Cat,N,Winneshiek,1,0
LDS-02-284,6/6/2002 0:00,23,6/10/2002 0:00,Ixodes scapularis,L,N,Cat,N,Winneshiek,1,0
LDS-02-285,6/6/2002 0:00,23,6/10/2002 0:00,Ixodes scapularis,L,N,Cat,N,Winneshiek,1,0
LDS-02-286,6/6/2002 0:00,23,6/10/2002 0:00,Ixodes scapularis,N,N,Cat,N,Winneshiek,1,0
LDS-02-287,6/6/2002 0:00,23,6/10/2002 0:00,Ixodes scapularis,N,N,Cat,N,Winneshiek,1,0
LDS-02-288,6/6/2002 0:00,23,6/10/2002 0:00,Ixodes scapularis,L,Y,Cat,N,Winneshiek,1,0
LDS-02-289,6/6/2002 0:00,23,6/10/2002 0:00,Ixodes scapularis,N,Y,Cat,N,Winneshiek,1,0
LDS-02-290,6/6/2002 0:00,23,6/10/2002 0:00,Ixodes scapularis,N,Y,Cat,N,Winneshiek,1,0
LDS-02-291,6/6/2002 0:00,23,6/10/2002 0:00,Ixodes scapularis,N,Y,Cat,N,Winneshiek,1,0
LDS-02-292,6/6/2002 0:00,23,6/10/2002 0:00,Ixodes scapularis,N,N,Cat,N,Winneshiek,1,0
LDS-02-293,6/6/2002 0:00,23,6/10/2002 0:00,Ixodes scapularis,N,N,Cat,N,Winneshiek,1,0
LDS-02-294,6/6/2002 0:00,23,6/10/2002 0:00,Ixodes scapularis,N,N,Cat,N,Winneshiek,1,0
LDS-02-295,6/6/2002 0:00,23,6/10/2002 0:00,Ixodes scapularis,N,N,Cat,N,Winneshiek,1,0
LDS-02-296,6/6/2002 0:00,23,6/10/2002 0:00,Ixodes scapularis,L,N,Cat,N,Winneshiek,1,0
LDS-02-297,6/6/2002 0:00,23,6/10/2002 0:00,Ixodes scapularis,L,N,Cat,N,Winneshiek,1,0
LDS-02-298,6/6/2002 0:00,23,6/10/2002 0:00,Ixodes scapularis,N,N,Cat,N,Winneshiek,1,0
LDS-02-299,6/6/2002 0:00,23,6/10/2002 0:00,Ixodes scapularis,N,N,Cat,N,Winneshiek,1,0
LDS-02-310,6/6/2002 0:00,23,6/11/2002 0:00,Ixodes scapularis,N,N,Human,N,Dallas,1,1
LDS-02-317,6/11/2002 0:00,24,6/12/2002 0:00,Ixodes scapularis,N,N,Cat,N,Winneshiek,1,1
LDS-02-318,6/11/2002 0:00,24,6/12/2002 0:00,Ixodes scapularis,F,N,Cat,Y,Winneshiek,1,1
LDS-02-319,6/11/2002 0:00,24,6/12/2002 0:00,Ixodes scapularis,N,N,Cat,N,Winneshiek,1,0
LDS-02-320,6/11/2002 0:00,24,6/12/2002 0:00,Ixodes scapularis,N,N,Cat,Y,Winneshiek,1,0
LDS-02-321,6/11/2002 0:00,24,6/12/2002 0:00,Ixodes scapularis,L,Y,Cat,N,Winneshiek,1,1
LDS-02-322,6/11/2002 0:00,24,6/12/2002 0:00,Ixodes scapularis,F,N,Cat,N,Winneshiek,1,0
LDS-02-323,6/11/2002 0:00,24,6/12/2002 0:00,Ixodes scapularis,F,Y,Cat,N,Winneshiek,1,0
LDS-02-324,6/11/2002 0:00,24,6/12/2002 0:00,Ixodes scapularis,L,N,Cat,N,Winneshiek,1,0
LDS-02-325,6/11/2002 0:00,24,6/12/2002 0:00,Ixodes scapularis,N,N,Cat,N,Winneshiek,1,0
LDS-02-326,6/11/2002 0:00,24,6/12/2002 0:00,Ixodes scapularis,N,N,Cat,N,Winneshiek,1,0
LDS-02-327,6/11/2002 0:00,24,6/12/2002 0:00,Ixodes scapularis,N,N,Cat,N,Winneshiek,1,0
LDS-02-328,6/11/2002 0:00,24,6/12/2002 0:00,Ixodes scapularis,N,N,Cat,N,Winneshiek,1,0
LDS-02-329,6/11/2002 0:00,24,6/12/2002 0:00,Ixodes scapularis,N,N,Cat,N,Winneshiek,1,0
LDS-02-330,6/11/2002 0:00,24,6/12/2002 0:00,Ixodes scapularis,N,N,Cat,N,Winneshiek,1,0
LDS-02-331,6/11/2002 0:00,24,6/12/2002 0:00,Ixodes scapularis,N,N,Cat,N,Winneshiek,1,0
LDS-02-332,6/11/2002 0:00,24,6/12/2002 0:00,Ixodes scapularis,N,N,Cat,N,Winneshiek,1,0
LDS-02-333,6/11/2002 0:00,24,6/12/2002 0:00,Ixodes scapularis,N,Y,Cat,N,Winneshiek,1,0
LDS-02-334,6/11/2002 0:00,24,6/12/2002 0:00,Ixodes scapularis,N,Y,Cat,N,Winneshiek,1,0
LDS-02-335,6/11/2002 0:00,24,6/12/2002 0:00,Ixodes scapularis,N,N,Cat,N,Winneshiek,1,0
LDS-02-336,6/11/2002 0:00,24,6/12/2002 0:00,Ixodes scapularis,L,N,Cat,N,Winneshiek,1,0
LDS-02-337,6/11/2002 0:00,24,6/12/2002 0:00,Ixodes scapularis,N,N,Cat,N,Winneshiek,1,0
LDS-02-338,6/11/2002 0:00,24,6/12/2002 0:00,Ixodes scapularis,N,N,Cat,N,Winneshiek,1,0
LDS-02-340,6/11/2002 0:00,24,6/12/2002 0:00,Ixodes scapularis,N,Y,Cat,N,Winneshiek,1,0
LDS-02-342,6/11/2002 0:00,24,6/12/2002 0:00,Ixodes scapularis,N,Y,Cat,N,Winneshiek,1,0
LDS-02-343,6/11/2002 0:00,24,6/12/2002 0:00,Ixodes scapularis,N,Y,Cat,N,Winneshiek,1,0
LDS-02-344,6/11/2002 0:00,24,6/12/2002 0:00,Ixodes scapularis,N,Y,Cat,N,Winneshiek,1,0
LDS-02-345,6/11/2002 0:00,24,6/12/2002 0:00,Ixodes scapularis,N,Y,Cat,N,Winneshiek,1,0
LDS-02-346,6/11/2002 0:00,24,6/12/2002 0:00,Ixodes scapularis,F,N,Cat,N,Winneshiek,1,0
LDS-02-347,6/11/2002 0:00,24,6/12/2002 0:00,Ixodes scapularis,F,Y,Cat,N,Winneshiek,1,0
LDS-02-348,6/11/2002 0:00,24,6/12/2002 0:00,Ixodes scapularis,F,N,Cat,N,Winneshiek,1,0
LDS-02-349,6/11/2002 0:00,24,6/12/2002 0:00,Ixodes scapularis,F,N,Cat,N,Winneshiek,1,0
LDS-02-350,6/11/2002 0:00,24,6/12/2002 0:00,Ixodes scapularis,F,N,Cat,N,Winneshiek,1,0
LDS-02-351,6/11/2002 0:00,24,6/12/2002 0:00,Ixodes scapularis,N,Y,Cat,N,Winneshiek,1,0
LDS-02-352,6/11/2002 0:00,24,6/12/2002 0:00,Ixodes scapularis,N,Y,Cat,N,Winneshiek,1,0
LDS-02-353,6/11/2002 0:00,24,6/12/2002 0:00,Ixodes scapularis,N,Y,Cat,N,Winneshiek,1,0
LDS-02-354,6/11/2002 0:00,24,6/12/2002 0:00,Ixodes scapularis,N,N,Cat,N,Winneshiek,1,0
LDS-02-355,6/11/2002 0:00,24,6/13/2002 0:00,Ixodes scapularis,N,N,,N,Winneshiek,1,1
LDS-02-365,6/10/2002 0:00,24,6/14/2002 0:00,Ixodes scapularis,N,N,Human,N,Delaware,1,1
LDS-02-366,6/12/2002 0:00,24,6/14/2002 0:00,Ixodes scapularis,F,N,Human,N,Winneshiek,1,1
LDS-02-367,6/12/2002 0:00,24,6/14/2002 0:00,Ixodes scapularis,F,N,Human,N,Winneshiek,1,0
LDS-02-368,6/12/2002 0:00,24,6/14/2002 0:00,Ixodes scapularis,N,N,Cat,N,Winneshiek,1,1
LDS-02-369,6/12/2002 0:00,24,6/14/2002 0:00,Ixodes scapularis,N,N,Cat,N,Winneshiek,1,0
LDS-02-370,6/12/2002 0:00,24,6/14/2002 0:00,Ixodes scapularis,N,N,Cat,N,Winneshiek,1,0
LDS-02-371,6/12/2002 0:00,24,6/14/2002 0:00,Ixodes scapularis,N,N,Cat,N,Winneshiek,1,0
LDS-02-372,6/12/2002 0:00,24,6/14/2002 0:00,Ixodes scapularis,N,N,Cat,N,Winneshiek,1,0
LDS-02-373,6/12/2002 0:00,24,6/14/2002 0:00,Ixodes scapularis,F,N,Cat,N,Winneshiek,1,0
LDS-02-374,6/12/2002 0:00,24,6/14/2002 0:00,Ixodes scapularis,N,N,Cat,N,Winneshiek,1,0
LDS-02-375,6/12/2002 0:00,24,6/14/2002 0:00,Ixodes scapularis,N,N,Cat,N,Winneshiek,1,0
LDS-02-376,6/12/2002 0:00,24,6/14/2002 0:00,Ixodes scapularis,N,N,Cat,N,Winneshiek,1,0
LDS-02-377,6/12/2002 0:00,24,6/14/2002 0:00,Ixodes scapularis,N,Y,Cat,N,Winneshiek,1,0
LDS-02-378,6/12/2002 0:00,24,6/14/2002 0:00,Ixodes scapularis,N,Y,Cat,N,Winneshiek,1,0
LDS-02-379,6/12/2002 0:00,24,6/14/2002 0:00,Ixodes scapularis,N,N,Cat,N,Winneshiek,1,0
LDS-02-380,6/12/2002 0:00,24,6/14/2002 0:00,Ixodes scapularis,N,N,Cat,N,Winneshiek,1,0
LDS-02-381,6/12/2002 0:00,24,6/14/2002 0:00,Ixodes scapularis,N,N,Cat,N,Winneshiek,1,0
LDS-02-382,6/12/2002 0:00,24,6/14/2002 0:00,Ixodes scapularis,L,N,Cat,N,Winneshiek,1,1
LDS-02-383,6/14/2002 0:00,24,6/17/2002 0:00,Ixodes scapularis,F,Y,,N,Dubuque,1,1
LDS-02-384,6/14/2002 0:00,24,6/17/2002 0:00,Ixodes scapularis,N,N,Human,N,Muscatine,1,1
LDS-02-385,6/10/2002 0:00,24,6/17/2002 0:00,Ixodes scapularis,N,N,Human,N,Dubuque,1,1
LDS-02-393,6/17/2002 0:00,25,6/19/2002 0:00,Ixodes scapularis,N,,Human,N,Cherokee,1,1
LDS-02-447,6/17/2002 0:00,25,6/20/2002 0:00,Ixodes scapularis,F,N,Cat,N,Winneshiek,1,1
LDS-02-448,6/17/2002 0:00,25,6/20/2002 0:00,Ixodes scapularis,N,N,Cat,N,Winneshiek,1,1
LDS-02-449,6/17/2002 0:00,25,6/20/2002 0:00,Ixodes scapularis,N,N,Cat,N,Winneshiek,1,0
LDS-02-450,6/17/2002 0:00,25,6/20/2002 0:00,Ixodes scapularis,N,N,Cat,N,Winneshiek,1,0
LDS-02-451,6/17/2002 0:00,25,6/21/2002 0:00,Ixodes scapularis,N,N,Cat,N,Winneshiek,1,0
LDS-02-452,6/17/2002 0:00,25,6/21/2002 0:00,Ixodes scapularis,L,N,Cat,N,Winneshiek,1,1
LDS-02-453,6/17/2002 0:00,25,6/21/2002 0:00,Ixodes scapularis,N,N,Cat,N,Winneshiek,1,0
LDS-02-454,6/17/2002 0:00,25,6/21/2002 0:00,Ixodes scapularis,N,N,Cat,N,Winneshiek,1,0
LDS-02-455,6/17/2002 0:00,25,6/21/2002 0:00,Ixodes scapularis,F,N,Cat,N,Winneshiek,1,0
LDS-02-456,6/17/2002 0:00,25,6/21/2002 0:00,Ixodes scapularis,N,N,Cat,N,Winneshiek,1,0
LDS-02-457,6/17/2002 0:00,25,6/21/2002 0:00,Ixodes scapularis,N,N,Cat,N,Winneshiek,1,0
LDS-02-458,6/17/2002 0:00,25,6/21/2002 0:00,Ixodes scapularis,F,Y,Cat,N,Winneshiek,1,0
LDS-02-459,6/17/2002 0:00,25,6/21/2002 0:00,Ixodes scapularis,F,Y,Cat,N,Winneshiek,1,0
LDS-02-460,6/17/2002 0:00,25,6/21/2002 0:00,Ixodes scapularis,F,Y,Cat,N,Winneshiek,1,0
LDS-02-461,6/17/2002 0:00,25,6/21/2002 0:00,Ixodes scapularis,N,N,Cat,N,Winneshiek,1,0
LDS-02-463,6/17/2002 0:00,25,6/21/2002 0:00,Ixodes scapularis,N,N,Cat,N,Winneshiek,1,0
LDS-02-464,6/17/2002 0:00,25,6/21/2002 0:00,Ixodes scapularis,F,Y,Cat,N,Winneshiek,1,0
LDS-02-465,6/17/2002 0:00,25,6/21/2002 0:00,Ixodes scapularis,F,N,Cat,N,Winneshiek,1,0
LDS-02-466,6/18/2002 0:00,25,6/21/2002 0:00,Ixodes scapularis,N,,Cat,N,Winneshiek,1,0
LDS-02-467,6/18/2002 0:00,25,6/21/2002 0:00,Ixodes scapularis,N,,Cat,N,Winneshiek,1,0
LDS-02-468,6/18/2002 0:00,25,6/21/2002 0:00,Ixodes scapularis,L,,Cat,N,Winneshiek,1,0
LDS-02-475,6/19/2002 0:00,25,6/21/2002 0:00,Ixodes scapularis,F,N,Human,N,Iowa,1,1
LDS-02-476,6/19/2002 0:00,25,6/24/2002 0:00,Ixodes scapularis,M,,Human,N,OOS - Minnesota,0,0
LDS-02-481,6/20/2002 0:00,25,6/24/2002 0:00,Ixodes scapularis,N,,Human,Y,Allamakee,1,1
LDS-02-502,6/25/2002 0:00,26,6/28/2002 0:00,Ixodes scapularis,F,Y,,N,Decatur,1,1
LDS-02-503,6/27/2002 0:00,26,6/28/2002 0:00,Ixodes scapularis,F,Y,Human,N,Iowa,1,1
LDS-02-505,6/27/2002 0:00,26,7/1/2002 0:00,Ixodes scapularis,N,,,N,OOS - Minnesota,0,0
LDS-02-509,6/26/2002 0:00,26,7/1/2002 0:00,Ixodes scapularis,F,,Human,N,Clarke,1,1
LDS-02-510,6/28/2002 0:00,26,7/2/2002 0:00,Ixodes scapularis,N,Y,Human,N,Mitchell,1,1
LDS-02-511,6/28/2002 0:00,26,7/2/2002 0:00,Ixodes scapularis,N,,Human,N,Mitchell,1,0
LDS-02-533,7/8/2002 0:00,28,7/9/2002 0:00,Ixodes scapularis,N,,Human,Y,Woodbury,1,1
LDS-02-534,7/8/2002 0:00,28,7/9/2002 0:00,Ixodes scapularis,N,,Human,N,Woodbury,1,1
LDS-02-535,7/8/2002 0:00,28,7/9/2002 0:00,Ixodes scapularis,N,,Human,N,Woodbury,1,0
LDS-02-547,7/15/2002 0:00,29,7/17/2002 0:00,Ixodes scapularis,N,Y,Cat,N,Muscatine,1,1
LDS-02-556,7/6/2002 0:00,27,7/18/2002 0:00,Ixodes scapularis,L,N,Human,N,Muscatine,1,1
LDS-02-557,7/6/2002 0:00,27,7/18/2002 0:00,Ixodes scapularis,L,N,Human,N,Muscatine,1,0
LDS-02-558,7/6/2002 0:00,27,7/18/2002 0:00,Ixodes scapularis,L,N,Human,N,Muscatine,1,0
LDS-02-559,7/6/2002 0:00,27,7/18/2002 0:00,Ixodes scapularis,L,N,Human,N,Muscatine,1,0
LDS-02-560,7/6/2002 0:00,27,7/18/2002 0:00,Ixodes scapularis,L,N,Human,N,Muscatine,1,0
LDS-02-561,7/19/2002 0:00,29,7/21/2002 0:00,Ixodes scapularis,N,N,Human,N,Muscatine,1,1
LDS-02-564,7/21/2002 0:00,29,7/22/2002 0:00,Ixodes scapularis,F,Y,Human,N,Union,1,1
LDS-02-569,7/9/2002 0:00,28,7/22/2002 0:00,Ixodes scapularis,L,N,Human,N,Clayton,1,1
LDS-02-570,7/8/2002 0:00,28,7/22/2002 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-02-571,7/13/2002 0:00,28,7/23/2002 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-02-572,6/19/2002 0:00,25,7/23/2002 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-02-573,7/1/2002 0:00,27,7/23/2002 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-02-574,7/11/2002 0:00,28,7/23/2002 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-02-575,7/9/2002 0:00,28,7/23/2002 0:00,Ixodes scapularis,F,N,Human,N,Clayton,1,1
LDS-02-576,7/11/2002 0:00,28,7/23/2002 0:00,Ixodes scapularis,N,N,Human,Y,Clayton,1,1
LDS-02-577,7/11/2002 0:00,28,7/23/2002 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-02-578,7/12/2002 0:00,28,7/23/2002 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-02-579,7/12/2002 0:00,28,7/23/2002 0:00,Ixodes scapularis,F,N,Human,N,Clayton,1,1
LDS-02-580,7/15/2002 0:00,29,7/23/2002 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-02-581,7/9/2002 0:00,28,7/23/2002 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-02-582,7/16/2002 0:00,29,7/23/2002 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-02-583,7/17/2002 0:00,29,7/23/2002 0:00,Ixodes scapularis,F,Y,Human,N,Clayton,1,1
LDS-02-584,6/20/2002 0:00,25,7/23/2002 0:00,Ixodes scapularis,F,N,Human,N,Clayton,1,1
LDS-02-585,6/24/2002 0:00,26,7/23/2002 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-02-586,6/6/2002 0:00,23,7/23/2002 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,0
LDS-02-587,6/5/2002 0:00,23,7/23/2002 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-02-588,6/20/2002 0:00,25,7/23/2002 0:00,Ixodes scapularis,F,N,Human,N,Clayton,1,1
LDS-02-589,7/7/2002 0:00,27,7/23/2002 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-02-590,6/19/2002 0:00,25,7/23/2002 0:00,Ixodes scapularis,N,N,Human,Y,Clayton,1,1
LDS-02-591,7/9/2002 0:00,28,7/23/2002 0:00,Ixodes scapularis,N,N,Human,Y,Clayton,1,1
LDS-02-592,6/13/2002 0:00,24,7/23/2002 0:00,Ixodes scapularis,F,N,Human,N,Clayton,1,1
LDS-02-593,6/18/2002 0:00,25,7/23/2002 0:00,Ixodes scapularis,F,Y,Human,N,Clayton,1,1
LDS-02-596,7/21/2002 0:00,29,7/24/2002 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-02-607,7/29/2002 0:00,31,7/31/2002 0:00,Ixodes scapularis,F,N,Human,N,Winneshiek,1,1
LDS-02-614,7/29/2002 0:00,31,7/31/2002 0:00,Ixodes scapularis,F,N,Human,N,Clayton,1,1
LDS-02-615,7/25/2002 0:00,30,7/31/2002 0:00,Ixodes scapularis,F,Y,Human,N,Clayton,1,1
LDS-02-616,7/25/2002 0:00,30,7/31/2002 0:00,Ixodes scapularis,L,N,Human,N,Clayton,1,1
LDS-02-623,8/2/2002 0:00,31,8/6/2002 0:00,Ixodes scapularis,L,N,Human,N,Clayton,1,1
LDS-02-624,8/5/2002 0:00,32,8/9/2002 0:00,Ixodes scapularis,N,N,Human,N,Winneshiek,1,1
LDS-02-630,8/10/2002 0:00,32,8/12/2002 0:00,Ixodes scapularis,L,N,Human,N,Clayton,1,1
LDS-02-631,8/10/2002 0:00,32,8/12/2002 0:00,Ixodes scapularis,L,N,Human,N,Clayton,1,1
LDS-02-633,8/10/2002 0:00,32,8/15/2002 0:00,Ixodes scapularis,N,N,Human,N,Allamakee,1,1
LDS-02-634,8/10/2002 0:00,32,8/15/2002 0:00,Ixodes scapularis,N,Y,Human,N,Clayton,1,1
LDS-02-673,8/30/2002 0:00,35,8/4/2002 0:00,Ixodes scapularis,F,N,Human,N,OOS - Minnesota,0,0
LDS-02-674,8/27/2002 0:00,35,8/4/2002 0:00,Ixodes scapularis,,N,Human,N,OOS - Nebraska,0,0
LDS-02-675,8/27/2002 0:00,35,8/4/2002 0:00,Ixodes scapularis,,N,Human,N,OOS - Nebraska,0,0
LDS-02-676,8/29/2002 0:00,35,8/6/2002 0:00,Ixodes scapularis,F,N,Human,N,Lee,1,1
LDS-02-681,10/6/2002 0:00,40,10/9/2002 0:00,Ixodes scapularis,F,Y,Human,N,Story,1,1
LDS-02-682,10/12/2002 0:00,41,10/18/2002 0:00,Ixodes scapularis,F,Y,Human,N,Winneshiek,1,1
LDS-02-683,10/16/2002 0:00,42,10/18/2002 0:00,Ixodes scapularis,F,N,None,Y,Iowa,1,1
LDS-02-684,10/13/2002 0:00,41,10/18/2002 0:00,Ixodes scapularis,F,N,Dog,N,Story,1,1
LDS-02-685,10/15/2002 0:00,42,10/21/2002 0:00,Ixodes scapularis,F,Y,Human,N,Muscatine,1,1
LDS-02-686,10/21/2002 0:00,43,10/21/2002 0:00,Ixodes scapularis,F,N,Human,Y,Iowa,1,1
LDS-02-688,10/18/2002 0:00,42,10/21/2002 0:00,Ixodes scapularis,F,Y,Human,N,Muscatine,1,1
LDS-02-689,10/17/2002 0:00,42,10/22/2002 0:00,Ixodes scapularis,F,N,,N,Hamilton,1,1
LDS-02-690,10/22/2002 0:00,43,10/28/2002 0:00,Ixodes scapularis,F,Y,Human,Y,Dubuque,1,1
LDS-02-691,10/23/2002 0:00,43,10/28/2002 0:00,Ixodes scapularis,F,Y,Dog,N,Boone,1,1
LDS-02-692,10/23/2002 0:00,43,10/28/2002 0:00,Ixodes scapularis,F,N,Dog,N,Boone,1,0
LDS-02-693,10/23/2002 0:00,43,10/28/2002 0:00,Ixodes scapularis,M,N,Cat,N,Muscatine,1,1
LDS-02-694,10/23/2002 0:00,43,10/28/2002 0:00,Ixodes scapularis,M,N,Cat,Y,Muscatine,1,0
LDS-02-695,10/23/2002 0:00,43,10/28/2002 0:00,Ixodes scapularis,F,Y,Cat,Y,Muscatine,1,0
LDS-02-696,10/23/2002 0:00,43,10/28/2002 0:00,Ixodes scapularis,F,Y,Cat,N,Muscatine,1,0
LDS-02-697,10/28/2002 0:00,44,11/1/2002 0:00,Ixodes scapularis,F,N,Human,N,Iowa,1,1
LDS-02-698,11/4/2002 0:00,45,11/6/2002 0:00,Ixodes scapularis,F,Y,Dog,N,Boone,1,1
LDS-02-699,11/4/2002 0:00,45,11/9/2002 0:00,Ixodes scapularis,F,Y,Dog,N,Boone,1,0
LDS-02-700,11/12/2002 0:00,46,11/18/2002 0:00,Ixodes scapularis,F,N,Human,N,Allamakee,1,1
LDS-02-701,11/11/2002 0:00,46,11/18/2002 0:00,Ixodes scapularis,F,Y,Human,N,Winneshiek,1,1
LDS-02-702,11/18/2002 0:00,47,11/18/2002 0:00,Ixodes scapularis,M,N,,N,Cerro Gordo,1,1
LDS-02-703,11/9/2002 0:00,45,11/18/2002 0:00,Ixodes scapularis,F,N,Dog,N,Johnson,1,1
LDS-02-704,11/9/2002 0:00,45,11/18/2002 0:00,Ixodes scapularis,F,N,Dog,Y,Johnson,1,0
LDS-02-705,11/9/2002 0:00,45,11/18/2002 0:00,Ixodes scapularis,M,N,Dog,N,Johnson,1,0
LDS-02-706,10/30/2002 0:00,44,11/18/2002 0:00,Ixodes scapularis,F,Y,Dog,,OOS - Pennsylvania,0,0
LDS-02-707,10/30/2002 0:00,44,11/18/2002 0:00,Ixodes scapularis,F,Y,Dog,,OOS - Pennsylvania,0,0
LDS-02-708,10/30/2002 0:00,44,11/18/2002 0:00,Ixodes scapularis,F,Y,Dog,,OOS - Pennsylvania,0,0
LDS-02-709,10/30/2002 0:00,44,11/18/2002 0:00,Ixodes scapularis,F,Y,Dog,,OOS - Pennsylvania,0,0
LDS-02-710,10/30/2002 0:00,44,11/18/2002 0:00,Ixodes scapularis,F,Y,Dog,,OOS - Pennsylvania,0,0
LDS-02-711,10/30/2002 0:00,44,11/18/2002 0:00,Ixodes scapularis,F,Y,Dog,,OOS - Pennsylvania,0,0
LDS-02-712,11/18/2002 0:00,47,12/2/2002 0:00,Ixodes scapularis,F,N,Human,N,Bremer,1,1
LDS-02-713,11/26/2002 0:00,48,12/3/2002 0:00,Ixodes scapularis,F,Y,Dog,N,Polk,1,1
LDS-03-001,3/17/2003 0:00,12,3/19/2003 0:00,Ixodes scapularis,M,,Human,Indeterminate,Allamakee,1,1
LDS-03-002,3/18/2003 0:00,12,3/24/2003 0:00,Ixodes scapularis,F,Y,Human,Indeterminate,Iowa,1,1
LDS-03-003,3/25/2003 0:00,13,3/28/2003 0:00,Ixodes scapularis,M,,Human,N,Winneshiek,1,1
LDS-03-004,3/24/2003 0:00,13,3/31/2003 0:00,Ixodes scapularis,F,Y,Human,N,OOS - Illinois,0,0
LDS-03-006,3/27/2003 0:00,13,4/1/2003 0:00,Ixodes scapularis,M,,Human,Indeterminate,Marion,1,1
LDS-03-008,4/1/2003 0:00,14,4/6/2003 0:00,Ixodes scapularis,F,Y,Human,Indeterminate,Muscatine,1,1
LDS-03-009,4/7/2003 0:00,15,4/11/2003 0:00,Ixodes scapularis,F,Y,Human,Indeterminate,Muscatine,1,1
LDS-03-044,4/20/2003 0:00,16,4/20/2003 0:00,Ixodes scapularis,F,N,Human,Y,Muscatine,1,1
LDS-03-065,4/25/2003 0:00,17,4/28/2003 0:00,Ixodes scapularis,M,,None,N,Hamilton,1,1
LDS-03-066,4/28/2003 0:00,18,4/28/2003 0:00,Ixodes scapularis,M,,Human,N,Polk,1,1
LDS-03-074,4/24/2003 0:00,17,4/28/2003 0:00,Ixodes scapularis,F,N,Dog,N,Johnson,1,1
LDS-03-075,4/24/2003 0:00,17,4/28/2003 0:00,Ixodes scapularis,F,N,Dog,N,Johnson,1,0
LDS-03-076,4/27/2003 0:00,17,4/28/2003 0:00,Ixodes scapularis,M,,Dog,Y,Johnson,1,0
LDS-03-121,4/26/2003 0:00,17,5/1/2003 0:00,Ixodes scapularis,F,Y,Human,Y,Allamakee,1,1
LDS-03-127,5/1/2003 0:00,18,5/2/2003 0:00,Ixodes scapularis,M,N,,N,Hamilton,1,1
LDS-03-150,4/28/2003 0:00,18,5/4/2003 0:00,Ixodes scapularis,F,Y,Dog,N,Dubuque,1,1
LDS-03-151,5/2/2003 0:00,18,5/5/2003 0:00,Ixodes scapularis,F,N,Human,N,Hamilton,1,1
LDS-03-155,5/1/2003 0:00,18,5/5/2003 0:00,Ixodes scapularis,F,N,,Y,Winneshiek,1,1
LDS-03-157,5/2/2003 0:00,18,5/5/2003 0:00,Ixodes scapularis,F,N,Human,N,Iowa,1,1
LDS-03-170,5/7/2003 0:00,19,5/8/2003 0:00,Ixodes scapularis,M,,Human,N,Hamilton,1,1
LDS-03-183,5/9/2003 0:00,19,5/13/2003 0:00,Ixodes scapularis,F,N,Human,N,Clayton,1,1
LDS-03-185,5/7/2003 0:00,19,5/13/2003 0:00,Ixodes scapularis,F,,,N,Boone,1,1
LDS-03-188,5/7/2003 0:00,19,5/13/2003 0:00,Ixodes scapularis,F,,Human,N,Delaware,1,1
LDS-03-191,5/8/2003 0:00,19,5/13/2003 0:00,Ixodes scapularis,F,N,Human,N,Wright,1,1
LDS-03-203,5/8/2003 0:00,19,5/12/2003 0:00,Ixodes scapularis,F,,Human,N,Boone,1,1
LDS-03-212,5/8/2003 0:00,19,5/12/2003 0:00,Ixodes scapularis,F,,Human,N,Muscatine,1,1
LDS-03-214,5/7/2003 0:00,19,5/12/2003 0:00,Ixodes scapularis,F,,Dog,N,Iowa,1,1
LDS-03-216,5/7/2003 0:00,19,5/12/2003 0:00,Ixodes scapularis,F,,,N,Iowa,1,1
LDS-03-217,5/7/2003 0:00,19,5/12/2003 0:00,Ixodes scapularis,F,,Human,N,Iowa,1,1
LDS-03-237,5/8/2003 0:00,19,5/13/2003 0:00,Ixodes scapularis,M,,,N,Winneshiek,1,1
LDS-03-251,5/10/2003 0:00,19,5/13/2003 0:00,Ixodes scapularis,F,,Human,Y,Johnson,1,1
LDS-03-259,5/8/2003 0:00,19,5/13/2003 0:00,Ixodes scapularis,F,Y,Dog,N,Dubuque,1,1
LDS-03-263,5/12/2003 0:00,20,5/14/2003 0:00,Ixodes scapularis,F,,Human,N,Jackson,1,1
